"6794 18
6794 19
6794 20
6794 21
6794 22
6794 23","6A Push Button SP 1 way
1M","318
396
296
396
460
548",20/200
,"6A Push Button 1way 1M
with Indicator",,20/200
,6A Bell Push 1 way 1M,,20/200
,"6A Bell Push 1 way 1M
with Indicator",,20/200
,6A Bell Push 1 way 2M,,10/100
,"6A Bell Push1 way 2M with
Indicator",,10/100
