"0573 00
0577 10
0577 05
0577 11
0577 04",Cat.Nos,Polarity,"MRP*
` /
Unit",Pack
,"0577 11
0577 20
0577 03
0577 04","Surface mounting box
- upto 3 sockets
Surface mounting box with
5 module dinrail
- upto 3 sockets
Surface mounting box
with 12 module dinrail
- upto 6 sockets
Surface mounting box
with 18 module dinrail
- upto 9 sockets","1326
3818
8150
11338","3
1
1
1"
