,"4171 50
4171 51
4171 52
4171 53
4171 54
4171 55
4171 56
4171 57",1 NO + 1 NC,478,10
,,2 NO,478,10
,,2 NC,478,10
,,4 NO,730,10
,,3 NO + 1 NC,730,10
,,2 NO + 2 NC,730,10
,,1 NO + 3 NC,730,10
,,4 NC,730,10
