,"4164 66
4164 76
4164 86
4164 96
4165 06
4165 16
4165 26",165 A,130 A,"100-240
V~/=",28044,1
,,250 A,150 A,"100-240
V~/=",37676,1
,,330 A,225 A,"100-240
V~/=",41932,1
,,420 A,330 A,"100-240
V~/=",77532,1
,,500 A,400 A,"100-240
V~/=",84836,1
,,750 A,630 A,"200-240
V~/=",170538,1
,,900 A,800 A,"200-240
V~/=",206170,1
