"6793 72
6793 94
6793 92
6793 96","IN wall wireless light switch
- 1 module","3650
4208
4250
4250",1/5/30
,"IN Wall wireless shutter
switch - 1 module",,1/5/30
,"IN Wall Home/Away
wireless switch - 1 module",,1/5/30
,"IN Wall Wake up/Sleep
wireless switch - 1 module",,1/5/30
