"6530 23
6530 24","Can be equipped with ovaline
kits
Cat.Nos 6530 63/64/65","14150
19976",
,"White finish
PVC body and covers
Height 0.68 m",,1
,"Aluminium finish
Aluminium body and covers
Height 0.68 m",,1
