"DMX3/DMX3-I 2500, frame - 1",0289 02,,1,0289 03,,1
"DMX3/DMX3-I 4000, frame - 2",0289 04,,1,,,1
,,,,0289 05,,
"DMX3/DMX3-I 6300, frame - 3",0289 13,,1,,,1
,,,,0289 14,,
