"5736 18
5736 19
5736 20
5736 07
5736 08
5736 09","Combi twin USB
CHARGER 3.1A Type A &
A with Euro Socket -
2 Module","2572
3002
3900
4180
3858
5248",1/10/100
,"Combi twin USB charger
3.1A type A & C with Euro
Socket - 2 module",,1/10/100
,"Combi twin USB charger
3.1A type C & C with Euro
Socket - 2 module",,1/10/100
,"Combi twin USB
CHARGER 3.1A Type A
& C with Multistandard
Socket - 3 module",,1/5/20
,"Gang Unit-6 A
Multistandard Switched
socket with USB 3100mA
type A-2 Module",,1/10
,"Gang Unit-6 A
Multistandard Switched
socket with USB 3100mA
type A + C-4 module",,1/5/20
