"4165 91
4165 92
4165 93
4165 94
4165 95
4165 96
4165 97
4165 98","For RTX³ 40
up to 32 A",750,1
,"For RTX³ 40
40 A",750,1
,"For RTX³ 65
with screw terminals",926,1
,"For RTX³ 65
with cage terminals",926,1
,"For RTX³ 100
with screw terminals",1176,1
,"For RTX³ 100
with cage terminals",1176,1
,"For RTX³ 150
with screw terminals",1856,1
,"For RTX³ 150 with
cage terminals",1856,1
