"0288 84
0288 82
0288 85
0288 83
0288 96
0288 97","Real terminals - flat
connections with bars-3P",20298,1
,"Real terminals - vertical
connections with bars-4P",22552,1
,"Real terminals - flat
connections with bars-3P",26390,1
,"Real terminals - vertical
connections with bars-4P",30444,1
,"Real terminals - vertical
or horizontal connection
with bars to be fixed
onto plate-3P",12276,1
,"Real terminals - vertical
or horizontal connection
with bars to be fixed
onto plate-4P",16368,1
