"0896 86
0896 87","IP 66 plate
(cover closed and plugs not
connected)
with central cable exit","92784
49578",1
,"IP 14 Cable exit
acessory for IP66
cover plate
Cat.No 0896 86 be used as a
simple access
to the floor void",,-
