"5742 01
5742 02
5743 40","Switch with neutral, wired,
1 module","9130
15354
10484",1/24
,"Switch without neutral, with
dimmer option, wired,
2 modules",,1/12
,"Switch dimmer with neutral
150w, 1 mod",,1
