"6793 59
6793 60
6793 70
6793 71","Switch with neutral, wired,
1 module","8702
11450
6956
11360",1/5/50
,"Switch without neutral, with
dimmer option,
wired, 2 modules",,1/5/50
,"Switch dimmer with neutral
150W,1 module",,1/5/30
,"Switch dimmer with
neutral, wired, 2 modules",,1/5/30
