"0321 61
0321 62
0321 63
0321 64
0321 65
0321 66
0321 67","12 SC duplex multi-mode
connectors for 24 fibres","





",1
,"24 LC duplex multi-mode
connectors for 48 fibres",,1
,"24 ST multi-mode connectors
for 48 fibres",,1
,"12 SC duplex single-mode
connectors for 24 fibres",,1
,"24 LC duplex single-mode
connectors for 48 fibres",,1
,"12 SC APC duplex
single-mode connectors
for 24 fibres",,1
,"24 LC APC duplex
single-mode connectors
for 48 fibres",,1
