,"4168 50
4168 51
4168 52
4168 53
4168 54
4168 55
4168 56
4168 57",1 NO + 1 NC,492,10
,,2 NO,492,10
,,2 NC,492,10
,,4 NO,784,10
,,3 NO + 1 NC,784,10
,,2 NO + 2 NC,784,10
,,1 NO + 3 NC,784,10
,,4 NC,784,10
