6793 89,"Micro module switch with
neutral, 300 W",6508,1/5/50
IN Wall Wireless Switch,,,
"6793 87
6793 95
6793 93
6793 97","IN Wall wireless light switch
- 1 module","4196
4838
4888
4888",1/5/30
,"IN Wall wireless shutter
switch - 1 module",,1/5/30
,"IN Wall Home/Away
wireless switch - 1 module",,1/5/30
,"IN Wall Wake up/Sleep
wireless switch - 1 module",,1/5/30
