"4149 81
4149 82
4149 83","PMX
5000","kWh LED
meter Cl 1
kWh LED
meter Cl 1
with RS485
kWh LED
meter Cl 1
with Pulse
Output",3868,"1
1
1"
,"PMX
5000",,4462,
,"PMX
5000",,5346,
