"4062 76
4062 78
4062 80
4062 82","Shunt release
12 /48 V AC/
DC","1
1
1
1",3048,"1
1
1
1"
,"Shunt release
110/415 V V
AC",,3048,
,"Undervoltage
release
24/48 V
AC/DC",,2596,
,"Undervoltage
release
230 V AC",,2596,
