"5742 20
5742 21
574342","Switch with neutral, wired,
1 module","10502
17654
12056",1/24
,"Switch without neutral, with
dimmer option, wired,
2 modules",,1/12
,"Switch Dimmer With
Neutral 150w, 1 Mod",,1
