"0529 03
0522 23
0522 83
0529 44
6500 28 +
6500 29
6500 02 +
6500 03
6500 10 +
6500 11",Cat.Nos,Polarity,"MRP*
` /
Unit",Pack
,"6500 03
6500 23","240 V, 10 A, 2P+E
With blue cap
240 V, 10 A, 2P+E
With ivory cap","218
218","1/5/100
1/5/100"
