4120 40,5,"3P with CT Multi
Function Meter with
WAGES & Pulse
Output",4,,1
4120 42,5,"3P with CT Multi
Function Meter with
WAGES & Pulse
Output - MID",4,"
",1
4120 41,5,"3P with CT Multi
Function Meter with
Dual Tariff / WAGES
& RS-485",4,"
",1
4120 43,5,"3P with CT Multi
Function Meter with
Dual Tariff / WAGES
& RS-485 - MID",4,"
",1
