IDH No.,Product Description,Pack Size,MRP `
2210487,LOCTITE HY 4060 Grey,25 g,"1,186"
2143579,LOCTITE HY 4070,11 g,"1,445"
2154935,LOCTITE HY 4080,50 g,"1,513"
2123342,LOCTITE HY 4090,400 g,"9,797"
2123344,LOCTITE HY 4090,50 g,"1,983"
