"6734 96
6735 03
6735 13",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"6735 11
6735 12
6735 13
6735 14
6735 15
6735 16","Plate & frame 86 x 86
1 module
Plate & frame 86 x 86
2 modules
Plate & frame 121 x 86
3 modules
Plate & frame 146 x 86
4 modules
Plate & frame 224 x 86
6 modules
Plate & frame 245 x 86
8 modules","144
144
180
216
300
320","20/200
20/200
10/100
10/100
5/50
5/50"
