Model,"Aux.
Supply","CT
secondary","Device
code",Cat. No.,"M.R.P.
(`)
Per Unit"
MM10,"110 - 240 V
AC / DC",5 Amp,"37, 46, 49,
50 / 51,
51LR, 64",MM10240E005,29000
