"4122 99
4123 00
4123 01
4122 97
4123 98","For SPDs T2 - 40 kA
Cat.Nos 4122 40/
41/42/43/44/45/
46/47/66/67",4692,1
,"N-PE module for SPDs
T2 - 40 kA
Cat.Nos 4122 46/47",9392,1
,"For SPDs T2 - 440 V
Cat.Nos 4122 30/32/33",7222,1
,"For SPDs T2 - 20 kA
Cat.Nos 4122 20/
21/23/26/27/62/63",3548,1
,"N-PE module for SPDs
T2 - 20 kA
Cat.Nos 4122 24/25/26/27",7706,1
