"0695 57
0695 56
0695 81",FTP socket Grey/White,"

",1/20
,UTP socket Grey/White,,1/20
,"Adaptor for RJ 45 socket
Ensures weatherproofing (IP
44) with the plug inserted Grey/
White",,1
