"4162 90
4162 92
4162 96
4162 99",225 A,"275 A
275 A
275 A
275 A",24 V~/=,"38834
38834
34332
34332",1
,225 A,,48 V~/=,,1
,225 A,,"100-
240 V~ /=",,1
,225 A,,"380-
450 V~",,1
