"4162 80
4162 82
4162 86
4162 89",185 A,"230 A
230 A
230 A
230 A",24 V~ /=,"37628
37628
33924
33924",1
,185 A,,48 V~ /=,,1
,185 A,,"100-
240 V~ /=",,1
,185 A,,"380-
450 V~",,1
