"4210 40
4210 36",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"4210 71
4210 73
4210 68","For DPX3 160 3P / 4P
without earth leakage
module
For DPX3 160 4P with
earth leakage module
For DPX3 160 3P / 4P
with side mounting
motor operator","474
1164
1192","1
1
1"
