"0312 07
0333 25
0333 27
0333 30
0336 04","End cap
right or left","112
128
126
176
152",10
,"Changeable internal -
external angle
from 600 to 1200",,10
,"Changeable flat angle
from 850 to 950",,10
,Flat junction,,10
,"White 32 x 16/20
Cover Joint",,20
