"DMX³-I 2500
Frame - 1",1250 A,"0286 83
0286 84
0286 85
0286 86",,"1
1
1
1",0286 93,"


",1
,1600 A,,,,0286 94,,1
,2000 A,,,,0286 95,,1
,2500 A,,,,0286 96,,1
"DMX³-I 4000
Frame - 2",3200 A,"0286 87
0286 88",,"1
1",0286 97,"
",1
,4000 A,,,,0286 98,,1
DMX³-I 6300 Frame - 3,6300 A,0289 70,,1,0289 71,,1
