"5555 59
5555 89
5555 29
5555 09",Cat.Nos,Polarity,"MRP*
` /
Unit",Pack
,"5555 04
5555 08
5555 09
5556 08
5556 09","200/250 VA, 63 A
2P+E
380/415 VA, 63 A
3P+E
380/415 VA, 63 A
3P+N+E
380/415 VA, 125 A
3P+E
380/415 VA, 125 A
3P+N+E","4622
4798
5094
15942
16896","2
2
2
1
1"
