,"4086 28
4086 31
4086 33
4086 34
4086 35
4086 36
4086 37
4086 38
4086 39",6,"2
2
2
2
2
2
2
2
2",1178,"1/40
1/40
1/40
1/40
1/40
1/40
1/40
1/40
1/40"
,,10,,1178,
,,16,,1178,
,,20,,1178,
,,25,,1178,
,,32,,1178,
,,40,,1854,
,,50,,1854,
,,63,,1854,
