"4160 90
4160 91
4160 92
4160 93
4160 94
4160 96
4160 98
4160 99",12 A,"25 A
25 A
25 A
25 A
25 A
25 A
25 A
25 A",24 V~,"1694
2646
1694
2646
1694
1694
1694
1694",1
,12 A,,24 V=,,1
,12 A,,48 V~,,1
,12 A,,48 V=,,1
,12 A,,110 V~,,1
,12 A,,230 V~,,1
,12 A,,380 V~,,1
,12 A,,415 V~,,1
