Cat.Nos,Description,"No. of
modules","MRP*
` /
Unit",Pack
"5078 01
5078 02
5078 04","DPX3 160 3&4
MCCB enclosure
DPX3 250 3&4
MCCB enclosure
DPX3 630 3&4
MCCB enclosure",,"5192
9130
13974","1
1
1"
