Thermal-Magnetic DN1,,,
3 Pole,,4 Pole,
Cat. No.,"M.R.P.
(`)
Per Unit",Cat. No.,"M.R.P.
(`)
Per Unit"
SL95481,111100,SL95501,143050
SL95491,157600,SL95511,189550
SL95482,111100,SL95502,143050
SL95492,157600,SL95512,189550
SL95483,121840,SL95503,155110
SL95493,168340,SL95513,201610
SL95484,141120,SL95504,177790
SL95494,187620,SL95514,224290
SL95485,157150,SL95505,203580
SL95495,203650,SL95515,250080
