"4166 60
4166 61
4166 62
4166 63
4166 64
4166 65
4166 66
4166 67
4166 68
4166 69
4166 70
4166 71
4166 72
4166 73
4166 74
4166 75
4166 76
4166 77",0.1,"0.16
0.25
0.4
0.63
1
1.6
2.5
4
6
8
9
10
13
18
22
25
32
40",2438,"1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1"
,0.16,,2438,
,0.25,,2438,
,0.4,,2462,
,0.63,,2462,
,1,,2462,
,1.6,,2462,
,2.5,,2462,
,4,,2472,
,5,,2472,
,6,,2472,
,7,,2472,
,9,,2472,
,12,,2588,
,16,,2588,
,18,,2588,
,22,,3160,
,28,,3160,
