"5734 47
5748 66
5748 44","USB Charger 1500mA
Type A,1 module","2516
2550
3478",1/5/50
,"USB Charger 1500mA
Type C,1 module",,1/5/50
,"Double USB Charger
2400mA Type A, 2 module",,1/10/100
