"4174 51
4174 52
4174 53
4174 54
4174 55
4174 56
4174 57
4174 58
4174 59","For MPX³ 32H/32MA
with CTX³ 22 DC",684,2
,"For MPX³ 32S with
CTX³ 40 AC",832,2
,"For MPX³ 32S with
CTX³ 40 DC",832,2
,"For MPX³ 32H/32MA
with CTX³ 40 AC",832,2
,"For MPX³ 32H/32MA
with CTX³ 40 DC",832,2
,"For MPX³ 63H with
CTX³ 65 AC with
cage type terminals",1000,2
,"For MPX³ 63H with
CTX³ 65 DC with
cage type terminals",1000,2
,"For MPX³ 100H with
CTX³ 100 AC with
cage type terminals",1000,1
,"For MPX³ 100H with
CTX³ 100 DC with
cage type terminals",1000,1
