"5078 60
5078 62
5078 64
5077 91
5077 93
5079 12
5079 16
5079 27",Cat.Nos,Description,"No. of
modules","MRP*
` /
Unit",Pack
,"5079 10
5079 12
5079 14
5079 16
5079 25
5079 27
5079 29
5079 31
5079 33
5079 35
5079 37","For SPN 4 W IP30
For SPN 8 W IP30
For SPN 12 W/ VTPN/Flexy
For SPN 16 W/
ETPN 6W DB
For ETPN 8W DB
For ETPN 12W DB
For ETPN 16W DB
For ETPN 18W DB
For ETPN 20W DB
For ETPN 4W
VTPN/FLEXY MCB
For all VTPN MCCB DBS",,"872
1002
1144
1598
2886
3738
3696
4080
4064
1122
4174","1
1
1
1
1
1
1
1
1
1
1"
