"4128 12
4128 13","Horizontal Dial
Changeover Switch
- without working
Reserve
-Minimum switching
time: 15 minutes","3
3",5280,"1
1"
,"Horizontal Dial
Changeover Switch
- with 100 h
working Reserve
-Minimum switching
time: 15 minutes",,6540,
