,"6776 06
6776 08
6776 09
6776 10
6776 12
6776 16
6776 67*
6776 18",Matt silver plate + Frame 6 M,"320
412
414
446
588
678
681
932",5/50
,,Matt silver plate + Frame 8 M (H),,5/50
,,Matt silver plate + Frame 2x4 M,,5/25
,,Matt silver plate + Frame 9 M,,5/50
,,Matt silver plate + Frame 12 M,,10
,,Matt silver plate + Frame 16 M,,10
,,Matt silver plate + Frame 16 M,,1/10
,,Matt silver plate + Frame 18 M,,10
