"4161 10
4161 11
4161 12
4161 13
4161 14
4161 16
4161 18
4161 19",22 A,"40 A
40 A
40 A
40 A
40 A
40 A
40 A
40 A",24 V~,"2444
4154
2444
4154
2444
2444
2444
2444",1
,22 A,,24 V=,,1
,22 A,,48 V~,,1
,22 A,,48 V=,,1
,22 A,,110 V~,,1
,22 A,,230 V~,,1
,22 A,,380 V~,,1
,22 A,,415 V~,,1
