"0261 45
0046 89
1466 23","Configurator kit For
configuring the DPX and
DPX3
I/O card and interface
Kit with configurators 0
to 9 (10 configurators for
each digit)","

",1
,"IP converter For RS 485/
Ethernet conversion for
connecting electricity
meters and measurement
control units to an IP
network",,1
,"Stabilised switched
modules power
supply- single phase
-75-960 W-output 24 V=
-120 W",,1
