,"6733 02
6733 03
6733 04
6733 06
6733 08
6733 05",Surface box 1/2 module,"90
104
122
158
236
224",10/50
,,Surface box 3 module,,5/35
,,Surface box 4 module,,5/25
,,Surface box 6 module,,1/10
,,Surface box 8 module,,1/5
,,"Surface box
8 (2 row x 4) module",,1/5
