"5076 82
5077 01
5077 11",Cat.Nos,"Number
ofWs","No. of
modules",,"MRP*
` /
Unit",,Pack,
,"5077 09
5077 10
5077 11
5077 13","2 row of 14 M
3 row of 14 M
4 row of 14 M
3 row of 14 M
MCCB for DPX³
160 MCCB",,"28
42
56 1
42 1",,"7704
9466
0726
0972",,"1
1
1
1"
