"6019 94
6018 32
6018 32 +
0019 17",Cat.Nos,"Number
ofWs","MRP*
` /
Unit",Pack
,"0019 17
0019 18
0019 67","For 2 row cabinets
For 3 row cabinets
Joining kit","3944
5912
1116","1
1
1"
