"4161 80
4161 81
4161 82
4161 83
4161 84
4161 86
4161 88
4161 89",75 A,"110 A
110 A
110 A
110 A
110 A
110 A
110 A
110 A",24 V~,"15326
17200
15326
17200
15326
15326
15326
15326",1
,75 A,,24 V=,,1
,75 A,,48 V~,,1
,75 A,,48 V=,,1
,75 A,,110 V~,,1
,75 A,,230 V~,,1
,75 A,,380 V~,,1
,75 A,,415 V~,,1
