"0270 08
0271 83
0271 40","Type and
frame size",,"Rated
Curr ent
(A)",Poles,,Cat.Nos,"MRP*
` /
Unit",Pack
,5078 06,"MCCB
enclosure-TP
DRX 100
MCCB
enclosure-FP",,,3,,2616,1
