,"5734 71
5734 67
5735 10
5734 66
5734 24","Socket shuttered -
6/16 A - 3 pin - ISI
Indian - 2 module","562
674
1584
684
278",10/100
,,"Socket shuttered -
6/16 A - 3 pin - ISI
Indian - 3 module",,5/50
,,"Socket with switch -
16 A - 3 pin -
2P+E - Indian - 3 module",,5/50
,,25 A socket - 2 module,,10/100
,,"Socket - 6A - ISI -
3 pin-2 module",,1/20/200
