"6730 57
6730 63
6730 31
6730 64
6730 60
6730 62
6730 84
6730 86
6730 95",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"6730 84
6730 85
6730 86
6730 89
6730 90
6730 92
6730 95
6731 87
0787 00
6730 98","6 A switch 1 W - 1 module
6 A switch 2 W - 1 module
6 A bell push - 1 module
16 A switch 1 way - 1 module
16 A switch 2 way-1 module
Fan regulator 120 W -
ISI 2 module
6/16A ISI socket -
3 module
6A 3-Pin ISI socket - 2 module
Equipotential socket
1 module antibacterial
T.V. socket - 1 module","236
312
350
418
482
1520
748
318
1898
308","20/200
20/200
20/200
20/200
20/200
1/10/100
5/50
1/20/200
1/10
20/200"
