"5552 58
5551 88
5551 08
5551 28
0577 22",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,"0577 21
0577 22","For 2 panel mounting
sockets With single
fixing centres
70 x 70 mm - 16 A
For 1 panel mounting socket
With single fixing centres
70 x 70 mm - 16 or 32 A
(32 A to be fixed horizontally)","4456
2674","3
3"
