"5742 01
5742 00
5742 04
5742 09
5742 07
5742 06
5742 20
5742 28
5742 22
5742 27",Cat.Nos,Description,"MRP*
` /
Unit",Pack
,5742 27,"Connected gateway +
Master home away wireless
switch wired, 2 module",25940,1/4
