"0312 03
0302 51
0302 53
0302 54
0336 03","End cap
right or left","78
106
118
154
152",20/400
,"Changeable internal -
external angle
from 600 to 1200",,10/100
,"Changeable flat angle
from 850 to 950",,10/100
,Flat junction,,10/200
,"White 32 x 10/12.5
Cover Joint",,20
