"0321 42
0321 43
0321 44
0321 45","Multimode OM4 cassette
(50/125 µm)
24 filaments LC
OM4 Type A/C","


",1
,"Multimode OM4 cassette
(50/125 µm)
12 SC OM4 Type A/C",,1
,"Single-mode OS2 cassette
(9/125 µm) type OS2
24 LC OS2 Type A/C",,1
,"Single-mode OS2 cassette
(9/125 µm)
12 SC OS2 Type A/C",,1
