,"0498 32
0044 09
0044 07
6499 49
6499 48","Clip on support frame
for facia mounting of
MaxiRex QTT and
QWT","426
278
278
356
1094",1/5
,,"DIN rail adaptor for
MaxiRex QTT and
QWT",,1
,,"DIN rail adaptor for
EconoRex BQTAP",,1
,,"Terminal cover for 4/5
nominal time switch",,1/30
,,"IP53 box for
MaxiRex
4 and 5",,1/10
