"4062 50
4062 52
4062 64","Auxiliary
changeover
switch 6 A","0.5
0.5
1",1186,"1
1
1"
,"Fault
signalling
changeover
switch 6 A",,1384,
,"Changeover +
fault signalling
switch",,2190,
