"4168 40
4168 41","For CTX3 3P
from 9 to 150 A
(AC-3) and CTX3
4P from 40 to 135 A
(AC-1)",38,50
,"For CTX3 3P
from 85 to 800 A
(AC-3) and CTX 4P
from 165 to 900 A
(AC-1)",152,50
