0046 70,32,"32A 1P Energy Meter
with Pulse Output",1,"
",1
4120 68,45,"45A 1P Multi Function
Meter with RS-485",1,"
",1
4120 69,45,"45A 1P Multi Function
Meter with Pulse
Output - MID",1,"
",1
4120 80,63,"63A 1P Multi Function
Meter with WAGES &
Pulse Output",2,"
",1
4120 82,63,"63A 1P Multi Function
Meter with WAGES &
Pulse Output - MID",2,,1
4120 81,63,"63A 1P Multi Function
Meter with Dual Tariff
/ WAGES & RS-485",2,"
",1
4120 83,63,"63A 1P Multi Function
Meter with Dual Tariff
/ WAGES & RS-485
- MID",2,"
",1
