"DRX
125HP
DRX
250HP",240V AC,0271 54,2268,1
DRX 630,240V AC,4222 42,2880,1
"DRX
125HP
DRX
250HP",415V AC,0271 55,2268,"1
1"
DRX 630,415V AC,4222 43,2880,1
