,"6812 72
6812 73
6812 53
6812 20","Combi Twin USB 3100mA Type
A with Euro US socket, 2 module","1954
2534
2304
2848",1/10/100
,,"Combi Twin USB 3100mA
Type A & Type C with Euro US
socket, 2 module",,1/10/100
,,"Combi Twin USB 3100mA Type
A with Multistandard socket,
3 module",,1/5/50
,,"Combo 6A Multistandard
Switched Socket with USB
Charger 3100mA Type A,
1 Gang, 2 module",,1/10
