,"6811 00
6811 11
6811 02
6811 03
6811 04","6A switch 1 way, 1 module","46
101
87
89
89",1/20/200
,,"6A switch 2 way, 1 module",,1/20/200
,,"6A switch 1 way with indicator
1 module",,1/20/200
,,"6A switch 1 way with ""light""
marking, 1 module",,1/20/200
,,"6A switch 1 way with ""fan""
marking, 1 module",,1/20/200
