"6896 34#
6896 31#","Full backbox for screed floor 3
compartments
(for ducting upto 225 mm).
Height adjustable to screed
height 65 to 90 mm","7400
3604",1
,"Lid & trim
Grey cover RAL 7031
for 3 compartment floor box
with flexible cable exits. Size
265 mm x 265 mm",,5
