,"6812 00
6812 11
6812 02
6812 03
6812 04","6A switch 1 way, 1 module","51
115
99
104
103",1/20/200
,,"6A switch 2 way, 1 module",,1/20/200
,,"6A switch 1 way with indicator,
1 module",,1/20/200
,,"6A switch 1 way with ""light""
marking, 1 module",,1/20/200
,,"6A switch 1 way with ""fan""
marking, 1 module",,1/20/200
